,word,count,percent
647,"Bijlani, Swati",2,0.03389
648,"van Loon, Jack J.W.A.",2,0.03389
649,"Plante, Ianik",2,0.03389
650,"Filcek, Magdalena",2,0.03389
651,"Gilroy, Simon",2,0.03389
652,"Mognato, Maddalena",2,0.03389
653,"Fuseya, Sayaka",2,0.03389
654,"Chiang, Abby J.",2,0.03389
655,"Kalkum, Markus",2,0.03389
656,"Barker, Richard",2,0.03389
657,"Ai, Weidang",2,0.03389
658,"Zhang, Liangchang",2,0.03389
659,"Allen, Josephine B.",2,0.03389
660,"Moore, Erika",2,0.03389
661,"Hayashi, Takuto",2,0.03389
662,"Ludtka, Christopher",2,0.03389
663,"Kudo, Takashi",2,0.03389
664,"Zhan, Chengbo",2,0.03389
