,word,count,percent
0,0,312,65.27197
1,1,71,14.85356
2,2,35,7.32218
3,3,25,5.23013
4,4,14,2.92887
5,5,7,1.46444
6,7,5,1.04603
7,6,3,0.62762
8,9,2,0.41841
9,10,1,0.20921
10,18,1,0.20921
11,14,1,0.20921
12,8,1,0.20921
