,word,count,percent
0,journal-article,366,76.56904
1,book-chapter,54,11.29707
2,posted-content,34,7.11297
3,proceedings-article,13,2.71967
4,other,9,1.88285
5,book,1,0.20921
6,edited-book,1,0.20921
